Date,Open,High,Low,Close,Volume
2014-07-25,590.4,591.86,587.03,589.02,932724.0
2014-07-28,588.07,592.5,584.75,590.6,984161.0
2014-07-29,588.75,589.7,583.52,585.61,1346647.0
2014-07-30,586.55,589.5,584.0,587.42,1013932.0
2014-07-31,580.6,583.65,570.0,571.6,2099516.0
2014-08-01,570.4,575.96,562.85,566.07,1950171.0
2014-08-04,569.04,575.35,564.1,573.15,1427169.0
2014-08-05,570.05,571.98,562.61,565.07,1556685.0
2014-08-06,561.78,570.7,560.0,566.37,1330877.0
2014-08-07,568.0,569.89,561.1,563.36,1108900.0
2014-08-08,563.56,570.25,560.35,568.77,1492491.0
2014-08-11,569.99,570.49,566.0,567.88,1215968.0
2014-08-12,564.52,565.9,560.88,562.73,1537758.0
2014-08-13,567.31,575.0,565.75,574.78,1437922.0
2014-08-14,576.18,577.9,570.88,574.65,982926.0
2014-08-15,577.86,579.38,570.52,573.48,1517056.0
2014-08-18,576.11,584.51,576.0,582.16,1282531.0
2014-08-19,585.0,587.34,584.0,586.86,979298.0
2014-08-20,585.88,586.7,582.57,584.49,1034779.0
2014-08-21,583.82,584.5,581.14,583.37,912854.0
2014-08-22,583.59,585.24,580.64,582.56,789484.0
2014-08-25,584.72,585.0,579.0,580.2,1358810.0
2014-08-26,581.26,581.8,576.58,577.86,1635465.0
2014-08-27,577.27,578.49,570.1,571.0,1700161.0
2014-08-28,569.56,573.25,567.1,569.2,1295963.0
2014-08-29,571.33,572.04,567.07,571.6,1081231.0
2014-09-02,571.85,577.83,571.19,577.33,1576830.0
2014-09-03,580.0,582.99,575.0,577.94,1214586.0
2014-09-04,580.0,586.0,579.22,581.98,1459956.0
2014-09-05,583.98,586.55,581.95,586.08,1629477.0
2014-09-08,586.6,591.77,586.3,589.72,1429101.0
2014-09-09,588.9,589.0,580.0,581.01,1286722.0
2014-09-10,581.5,583.5,576.94,583.1,975145.0
2014-09-11,580.36,581.81,576.26,581.35,1217721.0
2014-09-12,581.0,581.64,574.46,575.62,1597677.0
2014-09-15,572.94,574.95,568.21,573.1,1596224.0
2014-09-16,572.76,581.5,572.66,579.95,1478306.0
2014-09-17,580.01,587.52,578.78,584.77,1690994.0
2014-09-18,587.0,589.54,585.0,589.27,1442012.0
2014-09-19,591.5,596.48,589.5,596.08,3727045.0
2014-09-22,593.82,593.95,583.46,587.37,1687710.0
2014-09-23,586.85,586.85,581.0,581.13,1467703.0
2014-09-24,581.46,589.63,580.52,587.99,1724537.0
2014-09-25,587.55,587.98,574.18,575.06,1925350.0
2014-09-26,576.06,579.25,574.66,577.1,1439807.0
2014-09-29,571.75,578.19,571.17,576.36,1281204.0
2014-09-30,576.93,579.85,572.85,577.36,1618437.0
2014-10-01,576.01,577.58,567.01,568.27,1445027.0
2014-10-02,567.31,571.91,563.32,570.08,1175307.0
2014-10-03,573.05,577.22,572.5,575.28,1138636.0
2014-10-06,578.8,581.0,574.44,577.35,1211320.0
2014-10-07,574.4,575.27,563.74,563.74,1906427.0
2014-10-08,565.57,573.88,557.49,572.5,1987888.0
2014-10-09,571.18,571.49,559.06,560.88,2519693.0
2014-10-10,557.72,565.13,544.05,544.49,3078634.0
2014-10-13,544.99,549.5,533.1,533.21,2578676.0
2014-10-14,538.9,547.19,533.17,537.94,2217230.0
2014-10-15,531.01,532.8,518.3,530.03,3712536.0
2014-10-16,519.0,529.43,515.0,524.51,3698423.0
2014-10-17,527.25,530.98,508.53,511.17,5530674.0
2014-10-20,509.45,521.76,508.1,520.84,2605505.0
2014-10-21,525.19,526.79,519.11,526.54,2332531.0
2014-10-22,529.89,539.8,528.8,532.71,2917183.0
2014-10-23,539.32,547.22,535.85,543.98,2345296.0
2014-10-24,544.36,544.88,535.79,539.78,1972047.0
2014-10-27,537.03,544.41,537.03,540.77,1184973.0
2014-10-28,543.0,548.98,541.62,548.9,1273372.0
2014-10-29,550.0,554.19,546.98,549.33,1767107.0
2014-10-30,548.95,552.8,543.51,550.31,1451667.0
2014-10-31,559.35,559.57,554.75,559.08,2032887.0
2014-11-03,555.5,557.9,553.23,555.22,1378511.0
2014-11-04,553.0,555.5,549.3,554.11,1240761.0
2014-11-05,556.8,556.8,544.05,545.92,2026740.0
2014-11-06,545.5,546.88,540.97,542.04,1329604.0
2014-11-07,546.21,546.21,538.67,541.01,1629259.0
2014-11-10,541.46,549.59,541.02,547.49,1131546.0
2014-11-11,548.49,551.94,546.3,550.29,964866.0
2014-11-12,550.39,550.46,545.17,547.31,1126594.0
2014-11-13,549.8,549.8,543.48,545.38,1335719.0
2014-11-14,546.68,546.68,542.15,544.4,1285991.0
2014-11-17,543.58,543.79,534.06,536.51,1721282.0
2014-11-18,537.5,541.94,534.17,535.03,1957664.0
2014-11-19,535.0,538.24,530.08,536.99,1388440.0
2014-11-20,531.25,535.11,531.08,534.83,1559131.0
2014-11-21,541.61,542.14,536.56,537.5,2218249.0
2014-11-24,537.65,542.7,535.62,539.27,1701682.0
2014-11-25,539.0,543.98,538.6,541.08,1784967.0
2014-11-26,540.88,541.55,537.04,540.37,1519503.0
2014-11-28,540.62,542.0,536.6,541.83,1145231.0
2014-12-01,538.9,541.41,531.86,533.8,2109599.0
2014-12-02,533.51,535.5,529.8,533.75,1522481.0
2014-12-03,531.44,536.0,529.26,531.32,1279288.0
2014-12-04,531.16,537.34,528.59,537.31,1392208.0
2014-12-05,531.0,532.89,524.28,525.26,2558649.0
2014-12-08,527.13,531.0,523.79,526.98,2327127.0
2014-12-09,522.14,534.19,520.5,533.37,1871268.0
2014-12-10,533.08,536.33,525.56,526.06,1716835.0
2014-12-11,527.8,533.92,527.1,528.34,1610964.0
2014-12-12,523.51,528.5,518.66,518.66,1989117.0
2014-12-15,522.74,523.1,513.27,513.8,2812786.0
2014-12-16,511.56,513.05,489.0,495.39,3953371.0
2014-12-17,497.0,507.0,496.81,504.89,2875281.0
2014-12-18,512.95,513.87,504.7,511.1,2918730.0
2014-12-19,511.51,517.72,506.91,516.35,3680148.0
2014-12-22,516.08,526.46,516.08,524.87,2723599.0
2014-12-23,527.0,534.56,526.29,530.59,2191567.0
2014-12-24,530.51,531.76,527.02,528.77,704035.0
2014-12-26,528.77,534.25,527.31,534.03,1037727.0
2014-12-29,532.19,535.48,530.01,530.33,2276104.0
2014-12-30,528.09,531.15,527.13,530.42,873923.0
2014-12-31,531.25,532.6,525.8,526.4,1371819.0
